KOLKATA,
2010-01-15,15-01-2010
2010-01-16,16-01-2010
2010-01-23,23-01-2010
2010-01-26,26-01-2010
2010-01-30,30-01-2010
2010-02-05,05-02-2010
2010-02-13,13-02-2010
2010-02-19,19-02-2010
2010-02-20,20-02-2010
2010-02-26,26-02-2010
2010-02-27,27-02-2010
2010-03-12,12-03-2010
2010-03-13,13-03-2010
2010-03-19,19-03-2010
2010-03-20,20-03-2010
2010-03-26,26-03-2010
2010-03-27,27-03-2010
2010-04-01,01-04-2010
2010-04-02,02-04-2010
2010-05-22,22-05-2010
2010-05-23,23-05-2010
2010-05-29,29-05-2010
2010-05-30,30-05-2010
2010-06-05,05-06-2010
2010-06-06,06-06-2010
2010-06-12,12-06-2010
2010-06-13,13-06-2010
2010-06-19,19-06-2010
2010-06-20,20-06-2010
2010-06-26,26-06-2010
2010-06-27,27-06-2010
2010-07-03,03-07-2010
2010-07-04,04-07-2010
2010-07-10,10-07-2010
2010-07-11,11-07-2010
2010-07-17,17-07-2010
2010-07-18,18-07-2010
2010-07-24,24-07-2010
2010-07-25,25-07-2010
2010-07-30,30-07-2010
2010-07-31,31-07-2010
2010-08-05,05-08-2010
2010-11-06,06-11-2010
2010-11-12,12-11-2010
2010-11-13,13-11-2010
2010-11-19,19-11-2010
2010-11-20,20-11-2010
2010-11-26,26-11-2010
2010-11-27,27-11-2010
2010-12-03,03-12-2010
2010-12-11,11-12-2010
2010-12-17,17-12-2010
2010-12-18,18-12-2010
2010-12-24,24-12-2010
2010-12-25,25-12-2010
2010-12-31,31-12-2010
2011-01-01,01-01-2011
2011-01-08,08-01-2011
2011-01-14,14-01-2011
2011-01-21,21-01-2011
2011-01-25,25-01-2011
2011-01-26,26-01-2011
2011-01-29,29-01-2011
2011-02-03,03-02-2011
2011-02-12,12-02-2011
2011-02-18,18-02-2011
2011-02-19,19-02-2011
2011-02-25,25-02-2011
2011-02-26,26-02-2011
2011-03-11,11-03-2011
2011-03-12,12-03-2011
2011-03-18,18-03-2011
2011-03-19,19-03-2011
2011-03-25,25-03-2011
2011-03-26,26-03-2011
2011-05-14,14-05-2011
2011-05-15,15-05-2011
2011-05-21,21-05-2011
2011-05-22,22-05-2011
2011-05-28,28-05-2011
2011-05-29,29-05-2011
2011-06-04,04-06-2011
2011-06-05,05-06-2011
2011-06-11,11-06-2011
2011-06-12,12-06-2011
2011-06-18,18-06-2011
2011-06-19,19-06-2011
2011-06-25,25-06-2011
2011-06-26,26-06-2011
2011-07-02,02-07-2011
2011-07-03,03-07-2011
2011-07-16,16-07-2011
2011-07-17,17-07-2011
2011-07-23,23-07-2011
2011-07-24,24-07-2011
2011-07-30,30-07-2011
2011-07-31,31-07-2011
2011-08-04,04-08-2011
2011-08-05,05-08-2011
2011-08-11,11-08-2011
2011-08-12,12-08-2011
2011-11-07,07-11-2011
2011-11-08,08-11-2011
2011-11-12,12-11-2011
2011-11-18,18-11-2011
2011-11-19,19-11-2011
2011-11-26,26-11-2011
2011-12-02,02-12-2011
2011-12-03,03-12-2011
2011-12-10,10-12-2011
2011-12-16,16-12-2011
2011-12-17,17-12-2011
2011-12-24,24-12-2011
2011-12-30,30-12-2011
2011-12-31,31-12-2011
2012-01-07,07-01-2012
2012-01-13,13-01-2012
2012-01-20,20-01-2012
2012-01-21,21-01-2012
2012-01-27,27-01-2012
2012-01-31,31-01-2012
2012-02-03,03-02-2012
2012-02-11,11-02-2012
2012-02-24,24-02-2012
2012-02-25,25-02-2012
2012-03-03,03-03-2012
2012-03-04,04-03-2012
2012-03-09,09-03-2012
2012-03-10,10-03-2012
2012-03-16,16-03-2012
2012-03-17,17-03-2012
2012-03-23,23-03-2012
2012-03-24,24-03-2012
2012-03-30,30-03-2012
2012-03-31,31-03-2012
2012-05-19,19-05-2012
2012-05-20,20-05-2012
2012-05-26,26-05-2012
2012-05-27,27-05-2012
2012-06-02,02-06-2012
2012-06-03,03-06-2012
2012-06-09,09-06-2012
2012-06-10,10-06-2012
2012-06-16,16-06-2012
2012-06-17,17-06-2012
2012-06-23,23-06-2012
2012-06-24,24-06-2012
2012-06-30,30-06-2012
2012-07-01,01-07-2012
2012-07-07,07-07-2012
2012-07-08,08-07-2012
2012-07-14,14-07-2012
2012-07-15,15-07-2012
2012-07-21,21-07-2012
2012-07-22,22-07-2012
2012-07-28,28-07-2012
2012-07-29,29-07-2012
2012-08-02,02-08-2012
2012-08-03,03-08-2012
2012-08-09,09-08-2012
2012-08-10,10-08-2012
2012-11-06,06-11-2012
2012-11-09,09-11-2012
2012-11-10,10-11-2012
2012-11-17,17-11-2012
2012-11-23,23-11-2012
2012-11-24,24-11-2012
2012-12-01,01-12-2012
2012-12-07,07-12-2012
2012-12-08,08-12-2012
2012-12-15,15-12-2012
2012-12-21,21-12-2012
2012-12-22,22-12-2012
2012-12-29,29-12-2012
2013-01-04,04-01-2013
2013-01-05,05-01-2013
2013-01-12,12-01-2013
2013-01-18,18-01-2013
2013-01-19,19-01-2013
2013-01-25,25-01-2013
2013-01-26,26-01-2013
2013-01-31,31-01-2013
2013-02-09,09-02-2013
2013-02-15,15-02-2013
2013-02-16,16-02-2013
2013-02-22,22-02-2013
2013-02-23,23-02-2013
2013-03-08,08-03-2013
2013-03-09,09-03-2013
2013-03-15,15-03-2013
2013-03-16,16-03-2013
2013-03-22,22-03-2013
2013-03-23,23-03-2013
2013-05-18,18-05-2013
2013-05-19,19-05-2013
2013-05-25,25-05-2013
2013-05-26,26-05-2013
2013-06-04,04-06-2013
2013-06-05,05-06-2013
2013-06-08,08-06-2013
2013-06-09,09-06-2013
2013-06-15,15-06-2013
2013-06-16,16-06-2013
2013-06-22,22-06-2013
2013-06-23,23-06-2013
2013-06-29,29-06-2013
2013-06-30,30-06-2013
2013-07-06,06-07-2013
2013-07-07,07-07-2013
2013-07-13,13-07-2013
2013-07-14,14-07-2013
2013-07-23,23-07-2013
2013-07-24,24-07-2013
2013-07-27,27-07-2013
2013-07-28,28-07-2013
2013-08-01,01-08-2013
2013-08-02,02-08-2013
2013-08-08,08-08-2013
2013-08-09,09-08-2013
2013-08-16,16-08-2013
2013-11-02,02-11-2013
2013-11-08,08-11-2013
2013-11-09,09-11-2013
2013-11-15,15-11-2013
2013-11-22,22-11-2013
2013-11-23,23-11-2013
2013-11-30,30-11-2013
2013-12-06,06-12-2013
2013-12-07,07-12-2013
2013-12-14,14-12-2013
2013-12-20,20-12-2013
2013-12-21,21-12-2013
2013-12-28,28-12-2013
2014-01-03,03-01-2014
2014-01-04,04-01-2014
2014-01-10,10-01-2014
2014-01-17,17-01-2014
2014-01-25,25-01-2014
2014-01-26,26-01-2014
2014-01-31,31-01-2014
2014-02-08,08-02-2014
2014-02-14,14-02-2014
2014-02-15,15-02-2014
2014-02-21,21-02-2014
2014-02-22,22-02-2014
2014-03-07,07-03-2014
2014-03-14,14-03-2014
2014-03-17,17-03-2014
2014-03-21,21-03-2014
2014-03-22,22-03-2014
2014-03-28,28-03-2014
2014-05-24,24-05-2014
2014-05-25,25-05-2014
2014-05-31,31-05-2014
2014-06-01,01-06-2014
2014-06-07,07-06-2014
2014-06-08,08-06-2014
2014-06-14,14-06-2014
2014-06-15,15-06-2014
2014-06-21,21-06-2014
2014-06-22,22-06-2014
2014-06-28,28-06-2014
2014-06-29,29-06-2014
2014-07-05,05-07-2014
2014-07-06,06-07-2014
2014-07-12,12-07-2014
2014-07-13,13-07-2014
2014-07-19,19-07-2014
2014-07-20,20-07-2014
2014-07-26,26-07-2014
2014-07-27,27-07-2014
2014-07-31,31-07-2014
2014-08-01,01-08-2014
2014-08-07,07-08-2014
2014-08-08,08-08-2014
2014-08-14,14-08-2014
2014-11-07,07-11-2014
2014-11-08,08-11-2014
2014-11-14,14-11-2014
2014-11-21,21-11-2014
2014-11-22,22-11-2014
2014-11-29,29-11-2014
2014-12-05,05-12-2014
2014-12-06,06-12-2014
2014-12-13,13-12-2014
2014-12-19,19-12-2014
2014-12-20,20-12-2014
2014-12-27,27-12-2014
2015-01-02,02-01-2015
2015-01-03,03-01-2015
2015-01-09,09-01-2015
2015-01-16,16-01-2015
2015-01-17,17-01-2015
2015-01-26,26-01-2015
2015-01-30,30-01-2015
2015-02-07,07-02-2015
2015-02-13,13-02-2015
2015-02-14,14-02-2015
2015-02-20,20-02-2015
2015-02-21,21-02-2015
2015-03-05,05-03-2015
2015-03-06,06-03-2015
2015-03-13,13-03-2015
2015-03-14,14-03-2015
2015-05-16,16-05-2015
2015-05-22,22-05-2015
2015-05-23,23-05-2015
2015-05-24,24-05-2015
2015-05-30,30-05-2015
2015-05-31,31-05-2015
2015-06-06,06-06-2015
2015-06-07,07-06-2015
2015-06-13,13-06-2015
2015-06-14,14-06-2015
2015-06-20,20-06-2015
2015-06-21,21-06-2015
2015-06-27,27-06-2015
2015-06-28,28-06-2015
2015-07-04,04-07-2015
2015-07-05,05-07-2015
2015-07-11,11-07-2015
2015-07-12,12-07-2015
2015-07-18,18-07-2015
2015-07-19,19-07-2015
2015-07-30,30-07-2015
2015-07-31,31-07-2015
2015-08-06,06-08-2015
2015-08-07,07-08-2015
2015-11-07,07-11-2015
2015-11-27,27-11-2015
2015-11-28,28-11-2015
2015-12-04,04-12-2015
2015-12-05,05-12-2015
2015-12-12,12-12-2015
2015-12-18,18-12-2015
2015-12-19,19-12-2015
2015-12-25,25-12-2015
2016-01-01,01-01-2016
2016-01-02,02-01-2016
2016-01-08,08-01-2016
2016-01-16,16-01-2016
2016-01-23,23-01-2016
2016-01-29,29-01-2016
2016-02-05,05-02-2016
2016-02-12,12-02-2016
2016-02-13,13-02-2016
2016-02-19,19-02-2016
2016-02-26,26-02-2016
2016-02-27,27-02-2016
2016-03-10,10-03-2016
2016-03-11,11-03-2016
2016-03-18,18-03-2016
2016-03-19,19-03-2016
2016-03-24,24-03-2016
2016-03-25,25-03-2016
2016-05-14,14-05-2016
2016-05-15,15-05-2016
2016-05-21,21-05-2016
2016-05-22,22-05-2016
2016-05-28,28-05-2016
2016-05-29,29-05-2016
2016-06-04,04-06-2016
2016-06-05,05-06-2016
2016-06-11,11-06-2016
2016-06-12,12-06-2016
2016-06-18,18-06-2016
2016-06-19,19-06-2016
2016-06-25,25-06-2016
2016-06-26,26-06-2016
2016-07-02,02-07-2016
2016-07-03,03-07-2016
2016-07-09,09-07-2016
2016-07-10,10-07-2016
2016-07-16,16-07-2016
2016-07-17,17-07-2016
2016-07-23,23-07-2016
2016-07-24,24-07-2016
2016-08-04,04-08-2016
2016-08-05,05-08-2016
2016-08-12,12-08-2016
2016-08-13,13-08-2016
2016-08-18,18-08-2016
2016-08-19,19-08-2016
2016-11-04,04-11-2016
2016-11-05,05-11-2016
2016-11-18,18-11-2016
2016-11-19,19-11-2016
2016-11-26,26-11-2016
2016-12-02,02-12-2016
2016-12-03,03-12-2016
2016-12-10,10-12-2016
2016-12-16,16-12-2016
2016-12-17,17-12-2016
2016-12-23,23-12-2016
2016-12-30,30-12-2016
2016-12-31,31-12-2016
2017-01-07,07-01-2017
2017-01-13,13-01-2017
2017-01-21,21-01-2017
2017-01-26,26-01-2017
2017-01-27,27-01-2017
2017-02-03,03-02-2017
2017-02-10,10-02-2017
2017-02-11,11-02-2017
2017-02-17,17-02-2017
2017-02-24,24-02-2017
2017-02-25,25-02-2017
2017-03-04,04-03-2017
2017-03-05,05-03-2017
2017-03-11,11-03-2017
2017-03-17,17-03-2017
2017-03-18,18-03-2017
2017-05-13,13-05-2017
2017-05-14,14-05-2017
2017-05-20,20-05-2017
2017-06-10,10-06-2017
2017-06-11,11-06-2017
2017-06-17,17-06-2017
2017-06-18,18-06-2017
2017-06-24,24-06-2017
2017-06-25,25-06-2017
2017-07-01,01-07-2017
2017-07-02,02-07-2017
2017-07-08,08-07-2017
2017-07-09,09-07-2017
2017-07-15,15-07-2017
2017-07-16,16-07-2017
2017-07-22,22-07-2017
2017-07-23,23-07-2017
2017-07-30,30-07-2017
2017-08-03,03-08-2017
2017-08-04,04-08-2017
2017-08-10,10-08-2017
2017-08-11,11-08-2017
2017-08-14,14-08-2017
2017-08-17,17-08-2017
2018-01-06,06-01-2018
2018-01-12,12-01-2018
2018-01-13,13-01-2018
2018-01-20,20-01-2018
2018-01-26,26-01-2018
2018-01-27,27-01-2018
2018-02-02,02-02-2018
2018-02-09,09-02-2018
2018-02-11,11-02-2018
2018-02-16,16-02-2018
2018-02-22,22-02-2018
2018-02-24,24-02-2018
2018-03-10,10-03-2018
2018-03-14,14-03-2018
2018-03-16,16-03-2018
2018-03-21,21-03-2018
2018-03-22,22-03-2018
2018-05-20,20-05-2018
2018-05-21,21-05-2018
2018-05-27,27-05-2018
2018-06-01,01-06-2018
2018-06-02,02-06-2018
2018-06-09,09-06-2018
2018-06-10,10-06-2018
2018-06-16,16-06-2018
2018-06-17,17-06-2018
2018-06-23,23-06-2018
2018-06-24,24-06-2018
2018-06-30,30-06-2018
2018-07-01,01-07-2018
2018-07-07,07-07-2018
2018-07-08,08-07-2018
2018-07-14,14-07-2018
2018-07-15,15-07-2018
2018-07-21,21-07-2018
2018-07-22,22-07-2018
2018-07-28,28-07-2018
2018-07-29,29-07-2018
2018-08-02,02-08-2018
2018-08-03,03-08-2018
2018-08-09,09-08-2018
2018-08-10,10-08-2018
CHENNAI,
,-SelectOne-
67,Winter2004-2005
247,WinterSeason2015-16
263,WinterSeason2016-17
276,WinterSeason2017-18
289,WinterSeason2018-19
,-SelectOne-
2016-02-24,24-02-2016
2016-03-05,05-03-2016
2016-03-06,06-03-2016
2016-03-13,13-03-2016
2016-03-14,14-03-2016
2016-03-17,17-03-2016
2016-03-18,18-03-2016
2016-03-21,21-03-2016
2016-03-24,24-03-2016
2016-03-27,27-03-2016
2016-03-28,28-03-2016
2016-11-03,03-11-2016
2016-11-08,08-11-2016
2016-11-15,15-11-2016
2016-11-22,22-11-2016
2016-11-23,23-11-2016
2016-11-30,30-11-2016
2016-12-22,22-12-2016
2016-12-24,24-12-2016
2016-12-29,29-12-2016
2016-12-30,30-12-2016
2017-01-05,05-01-2017
2017-01-06,06-01-2017
2017-01-14,14-01-2017
2017-01-18,18-01-2017
2017-01-19,19-01-2017
2017-01-31,31-01-2017
2017-02-01,01-02-2017
2017-02-10,10-02-2017
2017-02-15,15-02-2017
2017-02-16,16-02-2017
2017-02-23,23-02-2017
2017-02-24,24-02-2017
2017-02-28,28-02-2017
2017-03-09,09-03-2017
2017-03-10,10-03-2017
2017-03-16,16-03-2017
2017-03-21,21-03-2017
2017-03-22,22-03-2017
2017-10-20,20-10-2017
2017-10-27,27-10-2017
2017-11-11,11-11-2017
2017-11-21,21-11-2017
2017-11-22,22-11-2017
2017-12-04,04-12-2017
2017-12-06,06-12-2017
2017-12-08,08-12-2017
2017-12-15,15-12-2017
2017-12-20,20-12-2017
2017-12-21,21-12-2017
2017-12-25,25-12-2017
2017-12-28,28-12-2017
2018-01-01,01-01-2018
2018-01-11,11-01-2018
2018-01-14,14-01-2018
2018-01-19,19-01-2018
2018-01-24,24-01-2018
2018-01-25,25-01-2018
2018-01-31,31-01-2018
2018-02-01,01-02-2018
2018-02-08,08-02-2018
2018-02-14,14-02-2018
2018-02-17,17-02-2018
2018-02-21,21-02-2018
2018-02-27,27-02-2018
2018-02-28,28-02-2018
2018-03-11,11-03-2018
2018-03-12,12-03-2018
2018-03-17,17-03-2018
2018-03-19,19-03-2018
DELHI,
,-SelectOne-
95,Season2007-2008
116,Season2008
130,Season2009-2010
151,Season2010-11
164,Season2011-12
194,Season2012-13
217,Season2013-14
228,Season2014-15
240,Season2015-16
259,Season2016-17
274,Season2017-18
290,Season2018-19
,-SelectOne-
2007-09-11,11-09-2007
2007-09-18,18-09-2007
2007-09-24,24-09-2007
2007-09-25,25-09-2007
2007-10-30,30-10-2007
2008-01-08,08-01-2008
2008-01-11,11-01-2008
2008-01-22,22-01-2008
2008-01-29,29-01-2008
2008-02-11,11-02-2008
2008-02-12,12-02-2008
2008-02-19,19-02-2008
2008-02-29,29-02-2008
2008-03-04,04-03-2008
2008-03-10,10-03-2008
2008-03-11,11-03-2008
2008-03-17,17-03-2008
2008-03-18,18-03-2008
2008-03-24,24-03-2008
2008-03-25,25-03-2008
2008-03-31,31-03-2008
2008-04-06,06-04-2008
2008-04-08,08-04-2008
2008-04-14,14-04-2008
2008-04-15,15-04-2008
2008-04-18,18-04-2008
2008-04-22,22-04-2008
2008-04-24,24-04-2008
2008-08-05,05-08-2008
2008-08-19,19-08-2008
2008-08-26,26-08-2008
2008-09-02,02-09-2008
2008-09-09,09-09-2008
2008-09-15,15-09-2008
2008-09-29,29-09-2008
2008-09-30,30-09-2008
2008-10-06,06-10-2008
2008-10-07,07-10-2008
2008-10-14,14-10-2008
2008-10-21,21-10-2008
2008-10-23,23-10-2008
2008-12-30,30-12-2008
2009-01-06,06-01-2009
2009-01-13,13-01-2009
2009-01-15,15-01-2009
2009-01-20,20-01-2009
2009-01-22,22-01-2009
2009-01-27,27-01-2009
2009-01-29,29-01-2009
2009-02-03,03-02-2009
2009-02-06,06-02-2009
2009-02-10,10-02-2009
2009-02-17,17-02-2009
2009-02-24,24-02-2009
2009-03-02,02-03-2009
2009-03-09,09-03-2009
2009-03-10,10-03-2009
2009-03-23,23-03-2009
2009-03-24,24-03-2009
2009-03-30,30-03-2009
2009-03-31,31-03-2009
2009-04-06,06-04-2009
2009-04-07,07-04-2009
2009-04-14,14-04-2009
2009-04-20,20-04-2009
2009-04-21,21-04-2009
2009-04-24,24-04-2009
2009-04-28,28-04-2009
2009-08-25,25-08-2009
2009-09-01,01-09-2009
2009-09-08,08-09-2009
2009-09-22,22-09-2009
2009-09-29,29-09-2009
2009-10-06,06-10-2009
2009-10-13,13-10-2009
2009-10-15,15-10-2009
2009-10-20,20-10-2009
2009-10-22,22-10-2009
2009-10-30,30-10-2009
2009-10-31,31-10-2009
2009-11-03,03-11-2009
2009-11-05,05-11-2009
2009-11-10,10-11-2009
2009-11-17,17-11-2009
2009-11-23,23-11-2009
2009-11-27,27-11-2009
2009-12-01,01-12-2009
2009-12-15,15-12-2009
2009-12-22,22-12-2009
2009-12-29,29-12-2009
2010-01-05,05-01-2010
2010-01-11,11-01-2010
2010-01-17,17-01-2010
2010-01-19,19-01-2010
2010-01-25,25-01-2010
2010-01-29,29-01-2010
2010-02-02,02-02-2010
2010-02-16,16-02-2010
2010-02-23,23-02-2010
2010-03-02,02-03-2010
2010-03-09,09-03-2010
2010-03-15,15-03-2010
2010-03-16,16-03-2010
2010-03-22,22-03-2010
2010-03-23,23-03-2010
2010-03-29,29-03-2010
2010-03-30,30-03-2010
2010-04-05,05-04-2010
2010-04-06,06-04-2010
2010-04-12,12-04-2010
2010-04-15,15-04-2010
2010-04-19,19-04-2010
2010-04-22,22-04-2010
2010-04-26,26-04-2010
2010-10-19,19-10-2010
2010-10-21,21-10-2010
2010-10-26,26-10-2010
2010-10-30,30-10-2010
2010-11-02,02-11-2010
2010-11-04,04-11-2010
2010-11-09,09-11-2010
2010-11-12,12-11-2010
2010-11-17,17-11-2010
2010-11-23,23-11-2010
2010-11-30,30-11-2010
2010-12-07,07-12-2010
2010-12-14,14-12-2010
2010-12-21,21-12-2010
2010-12-28,28-12-2010
2011-01-04,04-01-2011
2011-01-11,11-01-2011
2011-01-18,18-01-2011
2011-01-25,25-01-2011
2011-02-01,01-02-2011
2011-02-14,14-02-2011
2011-03-03,03-03-2011
2011-03-04,04-03-2011
2011-03-08,08-03-2011
2011-03-10,10-03-2011
2011-03-14,14-03-2011
2011-03-21,21-03-2011
2011-03-22,22-03-2011
2011-03-28,28-03-2011
2011-04-01,01-04-2011
2011-04-05,05-04-2011
2011-04-08,08-04-2011
2011-04-11,11-04-2011
2011-04-14,14-04-2011
2011-04-15,15-04-2011
2011-04-18,18-04-2011
2011-04-21,21-04-2011
2011-04-25,25-04-2011
2011-04-26,26-04-2011
2011-04-29,29-04-2011
2011-04-30,30-04-2011
2011-05-03,03-05-2011
2011-05-06,06-05-2011
2011-05-07,07-05-2011
2011-08-16,16-08-2011
2011-08-23,23-08-2011
2011-08-31,31-08-2011
2011-09-20,20-09-2011
2011-09-26,26-09-2011
2011-10-05,05-10-2011
2011-10-11,11-10-2011
2011-10-17,17-10-2011
2011-10-18,18-10-2011
2011-10-24,24-10-2011
2011-10-28,28-10-2011
2011-10-31,31-10-2011
2011-11-03,03-11-2011
2011-11-10,10-11-2011
2011-11-15,15-11-2011
2011-11-22,22-11-2011
2011-11-25,25-11-2011
2011-11-29,29-11-2011
2011-12-06,06-12-2011
2011-12-13,13-12-2011
2011-12-23,23-12-2011
2011-12-27,27-12-2011
2012-01-03,03-01-2012
2012-01-10,10-01-2012
2012-01-17,17-01-2012
2012-01-25,25-01-2012
2012-01-30,30-01-2012
2012-02-02,02-02-2012
2012-02-14,14-02-2012
2012-02-21,21-02-2012
2012-02-28,28-02-2012
2012-03-06,06-03-2012
2012-03-12,12-03-2012
2012-03-13,13-03-2012
2012-03-19,19-03-2012
2012-03-20,20-03-2012
2012-03-26,26-03-2012
2012-03-27,27-03-2012
2012-04-02,02-04-2012
2012-04-03,03-04-2012
2012-04-06,06-04-2012
2012-04-09,09-04-2012
2012-04-13,13-04-2012
2012-04-16,16-04-2012
2012-04-20,20-04-2012
2012-04-23,23-04-2012
2012-04-24,24-04-2012
2012-04-27,27-04-2012
2012-04-30,30-04-2012
2012-09-11,11-09-2012
2012-09-19,19-09-2012
2012-09-24,24-09-2012
2012-09-26,26-09-2012
2012-10-01,01-10-2012
2012-10-05,05-10-2012
2012-10-10,10-10-2012
2012-10-17,17-10-2012
2012-10-18,18-10-2012
2012-10-23,23-10-2012
2012-10-26,26-10-2012
2012-10-29,29-10-2012
2012-11-02,02-11-2012
2012-11-08,08-11-2012
2012-11-15,15-11-2012
2012-11-16,16-11-2012
2012-11-27,27-11-2012
2012-11-30,30-11-2012
2012-12-04,04-12-2012
2012-12-11,11-12-2012
2012-12-14,14-12-2012
2012-12-18,18-12-2012
2012-12-25,25-12-2012
2013-01-01,01-01-2013
2013-01-08,08-01-2013
2013-01-14,14-01-2013
2013-01-17,17-01-2013
2013-01-22,22-01-2013
2013-01-29,29-01-2013
2013-02-12,12-02-2013
2013-02-25,25-02-2013
2013-02-28,28-02-2013
2013-03-05,05-03-2013
2013-03-11,11-03-2013
2013-03-13,13-03-2013
2013-03-18,18-03-2013
2013-03-20,20-03-2013
2013-03-25,25-03-2013
