KOLKATA,
2013-03-29,29-03-2013
2013-04-01,01-04-2013
2013-04-02,02-04-2013
2013-04-05,05-04-2013
2013-04-08,08-04-2013
2013-04-12,12-04-2013
2013-04-16,16-04-2013
2013-04-18,18-04-2013
2013-04-22,22-04-2013
2013-04-23,23-04-2013
2013-04-25,25-04-2013
2013-04-26,26-04-2013
2013-04-29,29-04-2013
2013-08-28,28-08-2013
2013-09-03,03-09-2013
2013-09-10,10-09-2013
2013-09-18,18-09-2013
2013-09-23,23-09-2013
2013-09-30,30-09-2013
2013-10-08,08-10-2013
2013-10-15,15-10-2013
2013-10-17,17-10-2013
2013-10-23,23-10-2013
2013-10-24,24-10-2013
2013-10-29,29-10-2013
2013-10-31,31-10-2013
2013-11-05,05-11-2013
2013-11-07,07-11-2013
2013-11-12,12-11-2013
2013-11-14,14-11-2013
2013-11-19,19-11-2013
2013-11-26,26-11-2013
2013-12-03,03-12-2013
2013-12-13,13-12-2013
2013-12-17,17-12-2013
2013-12-24,24-12-2013
2013-12-27,27-12-2013
2013-12-31,31-12-2013
2014-01-07,07-01-2014
2014-01-13,13-01-2014
2014-01-24,24-01-2014
2014-01-30,30-01-2014
2014-02-10,10-02-2014
2014-02-11,11-02-2014
2014-02-18,18-02-2014
2014-02-27,27-02-2014
2014-03-04,04-03-2014
2014-03-10,10-03-2014
2014-03-12,12-03-2014
2014-03-18,18-03-2014
2014-03-24,24-03-2014
2014-03-25,25-03-2014
2014-03-31,31-03-2014
2014-04-01,01-04-2014
2014-04-04,04-04-2014
2014-04-07,07-04-2014
2014-04-11,11-04-2014
2014-04-15,15-04-2014
2014-04-18,18-04-2014
2014-04-21,21-04-2014
2014-04-25,25-04-2014
2014-04-28,28-04-2014
2014-04-29,29-04-2014
2014-04-30,30-04-2014
2014-08-26,26-08-2014
2014-09-16,16-09-2014
2014-09-23,23-09-2014
2014-09-29,29-09-2014
2014-10-07,07-10-2014
2014-10-08,08-10-2014
2014-10-16,16-10-2014
2014-10-22,22-10-2014
2014-10-27,27-10-2014
2014-10-30,30-10-2014
2014-11-04,04-11-2014
2014-11-05,05-11-2014
2014-11-11,11-11-2014
2014-11-13,13-11-2014
2014-11-18,18-11-2014
2014-11-28,28-11-2014
2014-12-02,02-12-2014
2014-12-09,09-12-2014
2014-12-12,12-12-2014
2014-12-23,23-12-2014
2014-12-30,30-12-2014
2015-01-06,06-01-2015
2015-01-12,12-01-2015
2015-01-20,20-01-2015
2015-01-28,28-01-2015
2015-02-06,06-02-2015
2015-02-09,09-02-2015
2015-02-17,17-02-2015
2015-02-24,24-02-2015
2015-03-09,09-03-2015
2015-03-10,10-03-2015
2015-03-16,16-03-2015
2015-03-20,20-03-2015
2015-03-23,23-03-2015
2015-03-24,24-03-2015
2015-03-27,27-03-2015
2015-03-30,30-03-2015
2015-04-03,03-04-2015
2015-04-06,06-04-2015
2015-04-07,07-04-2015
2015-04-10,10-04-2015
2015-04-13,13-04-2015
2015-04-16,16-04-2015
2015-04-17,17-04-2015
2015-04-20,20-04-2015
2015-04-23,23-04-2015
2015-04-27,27-04-2015
2015-04-28,28-04-2015
2015-04-30,30-04-2015
2015-09-02,02-09-2015
2015-09-08,08-09-2015
2015-09-15,15-09-2015
2015-09-22,22-09-2015
2015-09-28,28-09-2015
2015-10-05,05-10-2015
2015-10-06,06-10-2015
2015-10-13,13-10-2015
2015-10-15,15-10-2015
2015-10-22,22-10-2015
2015-10-23,23-10-2015
2015-10-27,27-10-2015
2015-10-30,30-10-2015
2015-11-03,03-11-2015
2015-11-05,05-11-2015
2015-11-12,12-11-2015
2015-11-17,17-11-2015
2015-11-24,24-11-2015
2015-12-01,01-12-2015
2015-12-08,08-12-2015
2015-12-11,11-12-2015
2015-12-15,15-12-2015
2015-12-24,24-12-2015
2015-12-29,29-12-2015
2016-01-05,05-01-2016
2016-01-12,12-01-2016
2016-01-19,19-01-2016
2016-02-02,02-02-2016
2016-02-04,04-02-2016
2016-02-16,16-02-2016
2016-02-23,23-02-2016
2016-03-01,01-03-2016
2016-03-08,08-03-2016
2016-03-14,14-03-2016
2016-03-15,15-03-2016
2016-03-21,21-03-2016
2016-03-23,23-03-2016
2016-03-28,28-03-2016
2016-03-29,29-03-2016
2016-04-01,01-04-2016
2016-04-04,04-04-2016
2016-04-08,08-04-2016
2016-04-11,11-04-2016
2016-04-12,12-04-2016
2016-04-15,15-04-2016
2016-04-18,18-04-2016
2016-04-19,19-04-2016
2016-04-22,22-04-2016
2016-04-25,25-04-2016
2016-04-29,29-04-2016
2016-08-30,30-08-2016
2016-09-09,09-09-2016
2016-09-16,16-09-2016
2016-09-27,27-09-2016
2016-09-28,28-09-2016
2016-10-04,04-10-2016
2016-10-11,11-10-2016
2016-10-12,12-10-2016
2016-10-18,18-10-2016
2016-10-20,20-10-2016
2016-10-27,27-10-2016
2016-10-28,28-10-2016
2016-10-31,31-10-2016
2016-11-03,03-11-2016
2016-11-08,08-11-2016
2016-11-15,15-11-2016
2016-11-22,22-11-2016
2016-11-29,29-11-2016
2016-12-06,06-12-2016
2016-12-09,09-12-2016
2016-12-13,13-12-2016
2016-12-20,20-12-2016
2016-12-27,27-12-2016
2017-01-03,03-01-2017
2017-01-10,10-01-2017
2017-01-15,15-01-2017
2017-01-20,20-01-2017
2017-01-24,24-01-2017
2017-01-31,31-01-2017
2017-02-14,14-02-2017
2017-02-21,21-02-2017
2017-02-28,28-02-2017
2017-03-07,07-03-2017
2017-03-10,10-03-2017
2017-03-14,14-03-2017
2017-03-16,16-03-2017
2017-03-21,21-03-2017
2017-03-27,27-03-2017
2017-03-28,28-03-2017
2017-03-31,31-03-2017
2017-04-03,03-04-2017
2017-04-07,07-04-2017
2017-04-10,10-04-2017
2017-04-13,13-04-2017
2017-04-17,17-04-2017
2017-04-18,18-04-2017
2017-04-22,22-04-2017
2017-04-23,23-04-2017
2017-04-27,27-04-2017
2017-04-28,28-04-2017
2017-09-12,12-09-2017
2017-09-19,19-09-2017
2017-09-29,29-09-2017
2017-10-03,03-10-2017
2017-10-10,10-10-2017
2017-10-17,17-10-2017
2017-10-20,20-10-2017
2017-10-26,26-10-2017
2017-11-02,02-11-2017
2017-11-03,03-11-2017
2017-11-07,07-11-2017
2017-11-10,10-11-2017
2017-11-14,14-11-2017
2017-11-16,16-11-2017
2017-11-21,21-11-2017
2017-11-24,24-11-2017
2017-11-28,28-11-2017
2017-12-05,05-12-2017
2017-12-12,12-12-2017
2017-12-19,19-12-2017
2017-12-21,21-12-2017
2017-12-29,29-12-2017
2018-01-02,02-01-2018
2018-01-09,09-01-2018
2018-01-15,15-01-2018
2018-01-16,16-01-2018
2018-01-23,23-01-2018
2018-01-25,25-01-2018
2018-01-30,30-01-2018
2018-02-01,01-02-2018
2018-02-06,06-02-2018
2018-04-16,16-04-2018
2018-04-17,17-04-2018
2018-04-20,20-04-2018
2018-04-23,23-04-2018
2018-04-24,24-04-2018
2018-04-27,27-04-2018
2018-04-30,30-04-2018
2018-05-01,01-05-2018
2018-05-05,05-05-2018
2018-05-06,06-05-2018
2018-05-11,11-05-2018
2018-05-12,12-05-2018
2018-05-17,17-05-2018
2018-05-18,18-05-2018
2018-05-22,22-05-2018
2018-05-24,24-05-2018
2018-05-28,28-05-2018
2018-05-29,29-05-2018
2018-05-31,31-05-2018
2018-09-20,20-09-2018
2018-10-01,01-10-2018
2018-10-05,05-10-2018
2018-10-08,08-10-2018
MYSORE,
,-SelectOne-
4,MiniSummer2000
5,Regular2000
8,Winter2000-2001
13,MiniSummer2001
18,Regular2001
22,Winter2001-2002
27,MiniSummer2002
32,Regular2002
38,Winter2002-2003
41,MiniSummer2003
44,Regular2003
49,Winter2003-2004
52,MiniSummer2004
58,Regular2004
63,Winter2004-2005
66,MiniSummer2005
71,Regular2005
75,Winter2005-2006
78,MiniSummer2006
82,Regular2006
86,Winter2006-2007
94,Regular2007
99,WinterRaces2007-2008
108,SUMMERMEETING2008
117,MAINMEETING2008
120,WINTERMEETING2008-09
124,SUMMERMEETING2009
129,MAINMEETING2009
133,WINTERRACES2009-10
139,SUMMER2010
143,MAINSEASON2010
148,WINTERMEETING2010-11
153,MainSeason2011
160,REGULARSEASON2011
165,WINTERRACES2011-12
180,SUMMERSEASON2012
191,MainSeason2012
199,WinterSeason2012-13
212,SummerSeason2013
216,MainSeason2013
221,WinterSeason2013-14
224,SummerSeason2014
229,MainSeason2014
234,WinterSeason2014-15
236,SummerSeason2015
241,MainSeason2015
245,WinterSeason2015-16
253,SummerSeason2016
258,MainSeason2016
265,WinterSeason2016-17
269,SummerSeason2017
273,MainSeason2017
280,WinterSeason2017-18
284,SummerSeason2018
288,MainSeason2018
,-SelectOne-
2004-08-19,19-08-2004
2004-08-20,20-08-2004
2004-08-26,26-08-2004
2004-08-27,27-08-2004
2004-09-09,09-09-2004
2004-09-10,10-09-2004
2004-09-15,15-09-2004
2004-09-16,16-09-2004
2004-09-23,23-09-2004
2004-09-24,24-09-2004
2004-09-28,28-09-2004
2004-09-29,29-09-2004
2004-10-07,07-10-2004
2004-10-08,08-10-2004
2004-10-14,14-10-2004
2004-10-15,15-10-2004
2004-10-21,21-10-2004
2004-10-24,24-10-2004
2005-08-18,18-08-2005
2005-08-19,19-08-2005
2005-08-25,25-08-2005
2005-08-26,26-08-2005
2005-09-01,01-09-2005
2005-09-02,02-09-2005
2005-09-08,08-09-2005
2005-09-09,09-09-2005
2005-09-15,15-09-2005
2005-09-16,16-09-2005
2005-09-22,22-09-2005
2005-09-23,23-09-2005
2005-09-28,28-09-2005
2005-10-06,06-10-2005
2005-10-07,07-10-2005
2005-10-14,14-10-2005
2005-10-20,20-10-2005
2006-08-31,31-08-2006
2006-09-01,01-09-2006
2006-09-07,07-09-2006
2006-09-08,08-09-2006
2006-09-14,14-09-2006
2006-09-15,15-09-2006
2006-09-21,21-09-2006
2006-09-22,22-09-2006
2006-09-27,27-09-2006
2006-09-28,28-09-2006
2006-10-05,05-10-2006
2006-10-06,06-10-2006
2006-10-12,12-10-2006
2006-10-13,13-10-2006
2006-10-21,21-10-2006
2006-10-22,22-10-2006
2006-10-26,26-10-2006
2007-08-23,23-08-2007
2007-08-24,24-08-2007
2007-08-30,30-08-2007
2007-08-31,31-08-2007
2007-09-06,06-09-2007
2007-09-07,07-09-2007
2007-09-13,13-09-2007
2007-09-20,20-09-2007
2007-09-21,21-09-2007
2007-09-27,27-09-2007
2007-09-28,28-09-2007
2007-10-18,18-10-2007
2007-10-19,19-10-2007
2007-10-31,31-10-2007
2007-11-01,01-11-2007
2007-11-14,14-11-2007
2007-11-21,21-11-2007
2007-11-28,28-11-2007
2007-12-05,05-12-2007
2007-12-12,12-12-2007
2007-12-26,26-12-2007
2007-12-27,27-12-2007
2008-01-02,02-01-2008
2008-01-09,09-01-2008
2008-01-16,16-01-2008
2008-01-23,23-01-2008
2008-01-31,31-01-2008
2008-02-13,13-02-2008
2008-02-20,20-02-2008
2008-02-27,27-02-2008
2008-02-28,28-02-2008
2008-05-21,21-05-2008
2008-05-22,22-05-2008
2008-06-04,04-06-2008
2008-06-05,05-06-2008
2008-06-11,11-06-2008
2008-06-18,18-06-2008
2008-06-19,19-06-2008
2008-06-25,25-06-2008
2008-07-02,02-07-2008
2008-07-04,04-07-2008
2008-07-09,09-07-2008
2008-07-15,15-07-2008
2008-07-16,16-07-2008
2008-07-22,22-07-2008
2008-07-23,23-07-2008
2008-08-14,14-08-2008
2008-08-21,21-08-2008
2008-08-22,22-08-2008
2008-08-28,28-08-2008
2008-08-29,29-08-2008
2008-09-04,04-09-2008
2008-09-05,05-09-2008
2008-09-11,11-09-2008
2008-09-12,12-09-2008
2008-09-18,18-09-2008
2008-09-19,19-09-2008
2008-09-25,25-09-2008
2008-09-26,26-09-2008
2008-10-03,03-10-2008
2008-10-08,08-10-2008
2008-10-10,10-10-2008
2008-10-16,16-10-2008
2008-10-17,17-10-2008
2008-10-26,26-10-2008
2008-10-27,27-10-2008
2008-11-12,12-11-2008
2008-11-19,19-11-2008
2009-05-08,08-05-2009
2009-05-09,09-05-2009
2009-05-14,14-05-2009
2009-05-20,20-05-2009
2009-05-21,21-05-2009
2009-05-27,27-05-2009
2009-06-03,03-06-2009
2009-06-04,04-06-2009
2009-06-10,10-06-2009
2009-06-17,17-06-2009
2009-06-24,24-06-2009
2009-07-01,01-07-2009
2009-07-02,02-07-2009
2009-07-08,08-07-2009
2009-07-13,13-07-2009
2009-07-20,20-07-2009
2009-07-28,28-07-2009
2009-08-13,13-08-2009
2009-08-14,14-08-2009
2009-08-20,20-08-2009
2009-08-21,21-08-2009
2009-08-27,27-08-2009
2009-08-28,28-08-2009
2009-09-03,03-09-2009
2009-09-04,04-09-2009
2009-09-10,10-09-2009
2009-09-11,11-09-2009
2009-09-17,17-09-2009
2009-09-18,18-09-2009
2009-09-24,24-09-2009
2009-09-25,25-09-2009
2009-09-30,30-09-2009
2009-10-01,01-10-2009
2009-10-08,08-10-2009
2009-10-09,09-10-2009
2009-10-17,17-10-2009
2009-10-18,18-10-2009
2009-11-04,04-11-2009
2009-11-11,11-11-2009
2009-11-18,18-11-2009
2009-11-25,25-11-2009
2009-12-02,02-12-2009
2009-12-11,11-12-2009
2009-12-17,17-12-2009
2009-12-23,23-12-2009
2010-01-05,05-01-2010
2010-01-06,06-01-2010
2010-01-12,12-01-2010
2010-01-20,20-01-2010
2010-01-22,22-01-2010
2010-01-27,27-01-2010
2010-02-04,04-02-2010
2010-02-17,17-02-2010
2010-02-24,24-02-2010
2010-05-12,12-05-2010
2010-05-19,19-05-2010
2010-05-26,26-05-2010
2010-06-02,02-06-2010
2010-06-09,09-06-2010
2010-06-16,16-06-2010
2010-06-23,23-06-2010
2010-06-30,30-06-2010
2010-07-07,07-07-2010
2010-07-12,12-07-2010
2010-07-19,19-07-2010
2010-07-28,28-07-2010
2010-07-29,29-07-2010
2010-08-03,03-08-2010
2010-08-04,04-08-2010
2010-08-19,19-08-2010
2010-08-20,20-08-2010
2010-08-26,26-08-2010
2010-08-27,27-08-2010
2010-09-02,02-09-2010
2010-09-03,03-09-2010
2010-09-09,09-09-2010
2010-09-10,10-09-2010
2010-09-16,16-09-2010
2010-09-23,23-09-2010
2010-09-29,29-09-2010
2010-10-04,04-10-2010
2010-10-05,05-10-2010
2010-10-07,07-10-2010
2010-10-08,08-10-2010
2010-10-14,14-10-2010
2010-10-15,15-10-2010
2010-10-23,23-10-2010
2010-10-24,24-10-2010
2010-11-16,16-11-2010
2010-12-01,01-12-2010
2010-12-15,15-12-2010
2010-12-22,22-12-2010
2010-12-29,29-12-2010
2011-01-05,05-01-2011
2011-01-12,12-01-2011
2011-01-19,19-01-2011
2011-01-28,28-01-2011
2011-02-02,02-02-2011
2011-02-11,11-02-2011
2011-02-16,16-02-2011
2011-02-22,22-02-2011
2011-02-23,23-02-2011
2011-05-18,18-05-2011
2011-05-27,27-05-2011
2011-06-01,01-06-2011
2011-06-08,08-06-2011
2011-06-09,09-06-2011
2011-06-15,15-06-2011
2011-06-22,22-06-2011
2011-06-23,23-06-2011
2011-06-29,29-06-2011
2011-07-06,06-07-2011
2011-07-13,13-07-2011
2011-07-14,14-07-2011
2011-07-20,20-07-2011
2011-07-25,25-07-2011
2011-08-03,03-08-2011
2011-08-18,18-08-2011
2011-08-19,19-08-2011
2011-08-26,26-08-2011
2011-09-01,01-09-2011
2011-09-02,02-09-2011
2011-09-09,09-09-2011
2011-09-14,14-09-2011
2011-09-15,15-09-2011
2011-09-22,22-09-2011
2011-09-23,23-09-2011
2011-09-29,29-09-2011
2011-09-30,30-09-2011
2011-10-04,04-10-2011
2011-10-07,07-10-2011
2011-10-13,13-10-2011
2011-10-14,14-10-2011
2011-10-20,20-10-2011
2011-10-23,23-10-2011
2011-10-26,26-10-2011
2011-10-27,27-10-2011
2011-11-09,09-11-2011
2011-11-16,16-11-2011
2011-11-23,23-11-2011
2011-11-30,30-11-2011
2011-12-07,07-12-2011
2011-12-14,14-12-2011
2011-12-21,21-12-2011
2011-12-28,28-12-2011
2012-01-04,04-01-2012
2012-01-11,11-01-2012
2012-01-18,18-01-2012
2012-01-24,24-01-2012
2012-02-01,01-02-2012
2012-02-10,10-02-2012
2012-02-15,15-02-2012
2012-02-22,22-02-2012
2012-03-06,06-03-2012
2012-05-24,24-05-2012
2012-05-30,30-05-2012
2012-06-01,01-06-2012
2012-06-06,06-06-2012
2012-06-13,13-06-2012
2012-06-14,14-06-2012
2012-06-22,22-06-2012
2012-06-27,27-06-2012
2012-07-04,04-07-2012
2012-07-11,11-07-2012
2012-07-12,12-07-2012
2012-07-18,18-07-2012
2012-07-23,23-07-2012
2012-07-30,30-07-2012
2012-08-16,16-08-2012
2012-08-17,17-08-2012
2012-08-23,23-08-2012
2012-08-24,24-08-2012
2012-08-30,30-08-2012
2012-08-31,31-08-2012
2012-09-06,06-09-2012
2012-09-07,07-09-2012
2012-09-13,13-09-2012
2012-09-14,14-09-2012
2012-09-21,21-09-2012
2012-09-27,27-09-2012
2012-09-28,28-09-2012
2012-10-11,11-10-2012
2012-10-12,12-10-2012
2012-10-20,20-10-2012
2012-10-21,21-10-2012
2012-11-07,07-11-2012
2012-11-14,14-11-2012
2012-11-21,21-11-2012
2012-11-28,28-11-2012
2012-12-05,05-12-2012
2012-12-12,12-12-2012
2012-12-19,19-12-2012
2012-12-26,26-12-2012
2013-01-02,02-01-2013
2013-01-09,09-01-2013
2013-01-16,16-01-2013
2013-01-23,23-01-2013
2013-02-13,13-02-2013
2013-02-19,19-02-2013
2013-02-20,20-02-2013
2013-02-26,26-02-2013
2013-05-22,22-05-2013
2013-05-29,29-05-2013
2013-06-06,06-06-2013
2013-06-12,12-06-2013
2013-06-19,19-06-2013
2013-06-26,26-06-2013
2013-06-27,27-06-2013
2013-07-03,03-07-2013
2013-07-10,10-07-2013
2013-07-11,11-07-2013
2013-07-17,17-07-2013
2013-08-22,22-08-2013
2013-08-23,23-08-2013
2013-08-29,29-08-2013
2013-08-30,30-08-2013
2013-09-05,05-09-2013
2013-09-06,06-09-2013
2013-09-12,12-09-2013
2013-09-17,17-09-2013
2013-09-19,19-09-2013
2013-09-20,20-09-2013
2013-09-26,26-09-2013
2013-09-27,27-09-2013
2013-10-03,03-10-2013
2013-10-04,04-10-2013
2013-10-10,10-10-2013
2013-10-11,11-10-2013
2013-10-19,19-10-2013
2013-10-25,25-10-2013
2013-11-13,13-11-2013
2013-11-20,20-11-2013
2013-11-27,27-11-2013
2013-12-04,04-12-2013
2013-12-11,11-12-2013
2013-12-18,18-12-2013
2013-12-25,25-12-2013
2014-01-01,01-01-2014
2014-01-08,08-01-2014
2014-01-15,15-01-2014
2014-01-22,22-01-2014
2014-01-29,29-01-2014
2014-02-12,12-02-2014
2014-02-19,19-02-2014
2014-02-25,25-02-2014
2014-05-27,27-05-2014
2014-05-28,28-05-2014
2014-06-11,11-06-2014
2014-06-12,12-06-2014
2014-06-18,18-06-2014
2014-06-25,25-06-2014
2014-07-02,02-07-2014
2014-07-09,09-07-2014
2014-07-10,10-07-2014
2014-07-16,16-07-2014
2014-07-21,21-07-2014
2014-07-23,23-07-2014
2014-07-29,29-07-2014
2014-08-21,21-08-2014
2014-08-22,22-08-2014
2014-08-28,28-08-2014
2014-08-29,29-08-2014
2014-09-04,04-09-2014
2014-09-05,05-09-2014
2014-09-11,11-09-2014
2014-09-12,12-09-2014
2014-09-18,18-09-2014
2014-09-19,19-09-2014
2014-10-01,01-10-2014
2014-10-07,07-10-2014
2014-10-09,09-10-2014
2014-10-10,10-10-2014
2014-10-18,18-10-2014
2014-10-19,19-10-2014
2014-10-23,23-10-2014
2014-10-24,24-10-2014
2014-10-29,29-10-2014
2014-11-12,12-11-2014
2014-11-19,19-11-2014
2014-11-26,26-11-2014
2014-12-03,03-12-2014
2014-12-10,10-12-2014
2014-12-17,17-12-2014
2014-12-24,24-12-2014
2014-12-31,31-12-2014
2015-01-07,07-01-2015
2015-01-13,13-01-2015
2015-01-21,21-01-2015
2015-01-29,29-01-2015
2015-02-11,11-02-2015
2015-02-18,18-02-2015
2015-02-25,25-02-2015
2015-05-26,26-05-2015
2015-05-27,27-05-2015
2015-06-03,03-06-2015
2015-06-10,10-06-2015
2015-06-16,16-06-2015
2015-06-17,17-06-2015
2015-06-24,24-06-2015
2015-07-01,01-07-2015
2015-07-02,02-07-2015
2015-07-08,08-07-2015
2015-07-13,13-07-2015
2015-07-14,14-07-2015
2015-07-21,21-07-2015
2015-07-27,27-07-2015
2015-08-20,20-08-2015
2015-08-21,21-08-2015
2015-08-27,27-08-2015
2015-08-28,28-08-2015
2015-09-03,03-09-2015
2015-09-04,04-09-2015
2015-09-10,10-09-2015
2015-09-11,11-09-2015
2015-09-17,17-09-2015
2015-09-18,18-09-2015
2015-09-24,24-09-2015
2015-09-25,25-09-2015
2015-09-29,29-09-2015
2015-10-01,01-10-2015
2015-10-07,07-10-2015
2015-10-08,08-10-2015
2015-10-17,17-10-2015
2015-10-18,18-10-2015
2015-10-28,28-10-2015
2015-10-29,29-10-2015
2015-11-17,17-11-2015
2015-11-18,18-11-2015
2015-11-25,25-11-2015
2015-12-02,02-12-2015
2015-12-09,09-12-2015
2015-12-16,16-12-2015
2015-12-23,23-12-2015
2015-12-30,30-12-2015
2016-01-06,06-01-2016
2016-01-13,13-01-2016
2016-01-20,20-01-2016
2016-02-03,03-02-2016
2016-02-17,17-02-2016
2016-02-24,24-02-2016
2016-05-25,25-05-2016
2016-06-01,01-06-2016
2016-06-08,08-06-2016
2016-06-15,15-06-2016
2016-06-16,16-06-2016
2016-06-22,22-06-2016
2016-06-29,29-06-2016
2016-06-30,30-06-2016
2016-07-06,06-07-2016
2016-07-13,13-07-2016
2016-07-14,14-07-2016
2016-07-20,20-07-2016
2016-07-25,25-07-2016
2016-07-27,27-07-2016
2016-08-25,25-08-2016
2016-08-26,26-08-2016
2016-09-01,01-09-2016
2016-09-06,06-09-2016
2016-09-08,08-09-2016
2016-09-19,19-09-2016
2016-09-22,22-09-2016
2016-09-23,23-09-2016
2016-09-29,29-09-2016
2016-09-30,30-09-2016
2016-10-06,06-10-2016
2016-10-07,07-10-2016
2016-10-13,13-10-2016
2016-10-14,14-10-2016
2016-10-22,22-10-2016
2016-10-23,23-10-2016
2016-10-29,29-10-2016
2016-10-30,30-10-2016
2016-11-16,16-11-2016
